test,mtu,qp,srvnode,cltnode,gpu_serv,gpu_clt,metric,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.055526,0.12,0.23,0.46,0.93,1.83,3.67,7.33,14.78,29.08,58.96,117.66,192.78,197.04,197.82,198.12,198.1,198.19,198.16,198.16,198.16,194.64,163.84
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.058297,0.12,0.24,0.47,0.94,1.89,3.73,7.49,15.06,29.96,59.98,117.71,193.56,197.1,197.8,198.08,198.13,198.14,198.18,198.16,198.14,194.41,163.84
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.055899,0.12,0.23,0.47,0.94,1.86,3.71,7.44,14.9,29.91,59.56,119.84,192.47,196.37,197.05,197.44,197.47,197.54,197.58,197.5,197.5,192.23,163.55
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.074818,0.17,0.34,0.67,1.35,2.67,5.37,10.66,21.38,43.71,90.36,183.01,191.67,196.44,197.22,197.38,197.51,197.49,197.58,197.51,197.51,191.76,163.54
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.070985,0.16,0.31,0.62,1.24,2.51,4.99,9.98,19.92,39.92,78.71,157.15,191.68,196.36,197.16,197.45,197.47,197.52,197.5,197.49,197.55,191.82,163.47
ib_read_bw,9000,8,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.081095,0.16,0.33,0.66,1.31,2.66,5.29,10.57,21.15,41.68,83.13,164.32,194.08,196.68,197.23,197.41,197.47,197.5,197.56,197.53,197.53,191.95,163.52
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,0,0,avg,0.057108,0.12,0.23,0.47,0.94,1.88,3.76,7.49,14.99,29.93,59.85,120.04,205.49,208.69,209.17,209.31,209.32,209.38,209.43,209.44,192.16,171.08,171.07
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,0,1,avg,0.059363,0.12,0.24,0.48,0.97,1.94,3.88,7.81,15.73,31.14,62.31,133.1,206.76,208.82,209.2,209.29,209.31,209.41,209.44,209.46,191.96,171.1,171.04
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,0,2,avg,0.05783,0.12,0.23,0.47,0.94,1.87,3.71,7.52,14.98,30.06,59.08,119.31,207.03,208.75,209.18,209.29,209.33,209.4,209.43,209.46,192.08,171.13,171.09
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,0,3,avg,0.071671,0.16,0.31,0.63,1.26,2.51,5.0,10.08,20.1,40.19,79.91,159.65,204.74,208.69,209.13,209.31,209.32,209.38,209.42,209.45,192.44,171.07,171.07
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,1,0,avg,0.072081,0.16,0.32,0.64,1.28,2.57,5.07,10.21,14.01,30.05,59.73,120.71,200.5,202.37,202.71,202.81,202.86,202.88,202.9,202.89,189.64,169.93,169.94
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,1,1,avg,0.058134,0.12,0.24,0.48,0.97,1.92,3.84,7.76,15.35,30.15,63.67,133.1,200.97,202.31,202.65,202.8,202.85,202.84,202.92,202.94,189.44,169.94,169.95
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.058056,0.12,0.24,0.47,0.94,1.89,3.74,7.55,15.08,30.14,59.14,120.69,200.69,202.35,202.72,202.79,202.85,202.89,202.92,202.91,189.29,169.9,169.88
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.057714,0.12,0.23,0.47,0.93,1.87,3.76,7.52,15.02,29.99,59.76,120.14,200.13,202.29,202.65,202.76,202.85,202.89,202.92,202.93,189.6,169.97,169.93
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.05666,0.12,0.23,0.46,0.93,1.86,3.7,7.42,14.79,29.39,58.55,118.14,195.32,197.53,197.94,197.98,198.15,198.17,198.22,198.24,184.04,163.78,163.77
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.059295,0.12,0.24,0.49,0.97,1.94,3.87,7.75,15.68,31.55,64.0,133.7,195.74,197.54,197.93,198.09,198.14,198.21,198.21,198.24,184.56,163.78,163.73
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.057671,0.12,0.24,0.47,0.94,1.88,3.75,7.51,15.05,30.01,60.1,119.83,195.72,197.62,198.01,198.07,198.15,198.18,198.22,198.2,183.93,163.76,163.73
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.057112,0.12,0.23,0.47,0.94,1.87,3.72,7.49,14.92,29.93,59.48,120.23,195.38,197.61,197.96,198.08,198.12,198.19,198.18,198.2,184.19,163.77,163.7
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.058096,0.12,0.23,0.47,0.94,1.88,3.75,7.54,14.98,30.06,58.99,120.02,195.15,196.98,197.33,197.44,197.53,197.53,197.58,197.54,184.54,163.47,163.48
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.059879,0.12,0.24,0.49,0.97,1.93,3.89,7.77,15.76,31.44,63.74,131.54,195.65,197.03,197.34,197.47,197.48,197.54,197.57,197.56,185.2,163.51,163.44
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.081357,0.17,0.33,0.67,1.33,2.66,5.32,10.66,21.2,42.4,83.73,165.38,196.2,197.13,197.33,197.46,197.47,197.53,197.58,197.55,185.1,163.45,163.44
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.081724,0.17,0.33,0.67,1.33,2.67,5.32,10.63,21.29,42.51,84.27,168.32,195.77,197.01,197.28,197.45,197.53,197.54,197.57,197.55,185.17,163.48,163.45
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,0,avg,0.056689,0.12,0.23,0.46,0.92,1.85,3.7,7.4,14.8,29.58,59.09,117.22,207.66,208.95,209.18,209.1,209.19,209.26,209.29,186.63,171.32,171.21,171.21
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,1,avg,0.057303,0.12,0.23,0.47,0.93,1.87,3.75,7.52,15.21,30.45,61.38,127.51,208.18,208.97,208.92,209.03,209.17,208.86,209.26,186.58,171.28,171.24,171.21
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,2,avg,0.057694,0.12,0.24,0.47,0.94,1.89,3.75,7.55,15.05,30.1,60.05,118.79,207.83,208.99,209.15,209.09,209.16,209.24,209.27,186.45,171.29,171.22,171.22
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,3,avg,0.076181,0.16,0.32,0.63,1.27,2.53,5.06,10.12,20.27,40.44,80.63,126.46,207.77,208.87,209.17,209.11,209.21,209.24,209.23,186.66,171.3,171.21,171.23
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,0,avg,0.057687,0.12,0.24,0.47,0.94,1.88,3.75,7.53,15.01,30.13,59.99,118.88,201.55,202.48,202.67,202.66,202.71,202.75,202.79,184.29,170.14,170.15,170.15
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,1,avg,0.081875,0.17,0.34,0.68,1.37,2.75,5.48,10.92,21.88,45.09,93.67,122.5,201.78,202.55,202.68,202.74,202.75,202.77,202.81,184.12,170.2,170.15,170.17
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.077973,0.16,0.32,0.65,1.3,2.6,5.17,10.37,20.65,41.22,82.33,129.73,201.54,202.53,202.67,202.65,202.7,202.79,202.79,184.36,170.19,170.13,170.14
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.057719,0.12,0.24,0.47,0.94,1.89,3.74,7.52,15.06,29.97,60.02,120.41,201.26,202.39,202.67,202.66,202.73,202.75,202.79,184.45,170.15,170.11,170.13
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.057736,0.12,0.23,0.47,0.94,1.89,3.74,7.56,15.11,30.18,59.38,120.46,196.72,197.73,197.82,197.82,197.91,197.93,197.95,178.62,164.05,163.94,163.96
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.059463,0.12,0.24,0.49,0.98,1.94,3.88,7.75,15.75,31.49,63.78,132.11,197.13,197.78,197.98,197.97,197.94,197.96,198.03,178.74,164.05,163.98,163.99
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.057668,0.12,0.24,0.47,0.94,1.88,3.76,7.54,15.03,30.08,59.98,119.12,196.76,197.79,197.81,197.88,198.0,198.01,198.02,178.63,164.05,163.98,163.98
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.057672,0.12,0.23,0.47,0.94,1.88,3.74,7.46,14.99,30.06,59.91,118.77,196.9,197.77,197.95,197.93,197.98,198.01,198.02,178.53,164.07,163.97,163.99
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.05763,0.12,0.24,0.47,0.94,1.89,3.75,7.56,15.09,30.04,60.13,118.64,196.29,197.18,197.33,197.23,197.28,197.35,197.37,178.38,163.76,163.7,163.7
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.058198,0.12,0.24,0.47,0.95,1.9,3.79,7.65,15.32,30.96,62.03,129.12,196.41,197.2,197.28,197.23,197.35,197.37,197.4,178.29,163.74,163.7,163.68
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.057823,0.12,0.23,0.47,0.94,1.89,3.77,7.55,15.08,30.13,60.23,120.78,196.11,197.18,197.1,197.25,197.33,197.36,197.38,178.25,163.74,163.68,163.7
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.079888,0.17,0.33,0.66,1.32,2.64,5.27,10.57,21.14,42.18,82.32,168.04,196.8,197.23,197.35,197.31,197.33,197.35,197.45,178.37,163.78,163.69,163.68
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,0,peak,0.05625,0.11,0.23,0.45,0.9,1.79,3.55,6.87,13.51,25.39,44.25,79.62,116.38,146.0,176.01,189.29,201.15,201.22,201.25,201.3,201.31,201.3,201.31
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,1,peak,0.05625,0.11,0.23,0.45,0.9,1.79,3.54,6.94,13.41,25.39,44.25,79.36,116.47,146.07,176.07,189.14,201.08,201.25,201.3,201.29,201.31,201.31,201.32
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,2,peak,0.05625,0.11,0.22,0.45,0.9,1.76,3.57,6.95,13.41,25.49,44.2,79.88,116.29,145.71,176.07,189.32,201.17,201.2,201.29,201.3,201.3,201.29,201.31
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,3,peak,0.056515,0.11,0.22,0.45,0.9,1.79,3.57,6.95,13.41,25.15,44.31,79.36,116.47,145.85,175.96,189.26,201.15,201.03,201.26,201.29,201.31,201.31,201.31
